Order_ID,Date,Customer_ID,Product_ID,Channel,Quantity,Unit_Price,Total_Sales,Year,Month,Month_Name,Day_of_Week,Quarter,Customer_Name,Gender,Age,City,Loyalty_Status,Product_Name,Category,Brand,Price,Supplier,Return_Count,Total_Refund,Has_Return,Net_Sales
O000868,2025-08-29,C00137,P0022,Mobile App,1,14213,14213,2025,8,August,Friday,3,Sheri Graves,Female,24,Hyderabad,Platinum,Guess Footwea,Footwear,Adidas,14213,"Wallace, Martin and Rocha",1,14213.0,Returned,0.0
O000869,2025-12-18,C00218,P0178,Marketplace,4,11297,45188,2025,12,December,Thursday,4,Alice Oconnor,Male,36,Chennai,Gold,Dog Sport,Sports,H&M,11297,"Pham, Thompson and Dixon",1,22594.0,Returned,22594.0
O000870,2026-01-12,C00612,P0182,Mobile App,4,7243,28972,2026,1,January,Monday,1,Anthony Patrick,Female,42,Kolkata,Gold,Style Footwea,Footwear,Apple,7243,Winters-Reid,1,21729.0,Returned,7243.0
O000871,2025-10-13,C00061,P0019,Online,1,9659,9659,2025,10,October,Monday,4,Ann Hayes,Female,25,Hyderabad,Platinum,East Sport,Sports,Puma,9659,Tran LLC,0,0.0,Not Returned,9659.0
O000872,2025-08-30,C00931,P0086,Mobile App,2,7139,14278,2025,8,August,Saturday,3,Jose Fletcher,Male,48,Delhi,Platinum,Sister Hom,Home,Puma,7139,Brooks-Morgan,0,0.0,Not Returned,14278.0
O000873,2025-12-30,C00767,P0156,Online,5,3844,19220,2025,12,December,Tuesday,4,Danielle Vance,Male,45,Hyderabad,Silver,Appear Electronic,Electronics,Zara,3844,"Strickland, Kelly and Lewis",0,0.0,Not Returned,19220.0
O000874,2025-09-16,C00635,P0002,Marketplace,3,4212,12636,2025,9,September,Tuesday,3,Robert Herman,Male,46,Chennai,Gold,Fast Sport,Sports,Sony,4212,Crawford-Medina,0,0.0,Not Returned,12636.0
O000875,2025-12-10,C00380,P0078,Store,4,3950,15800,2025,12,December,Wednesday,4,Rachel Kelly,Female,26,Hyderabad,Gold,Center Sport,Sports,Nike,3950,"Herrera, Mosley and Castillo",0,0.0,Not Returned,15800.0
O000876,2025-10-25,C00184,P0144,Mobile App,1,7241,7241,2025,10,October,Saturday,4,Brittany Tucker,Female,52,Hyderabad,Gold,Move Beaut,Beauty,Samsung,7241,"Garcia, Baker and Garcia",0,0.0,Not Returned,7241.0
O000877,2025-09-10,C00953,P0044,Mobile App,5,2704,13520,2025,9,September,Wednesday,3,Melinda Clayton,Male,55,Chennai,Silver,Those Electronic,Electronics,Adidas,2704,"Green, Collier and Hester",0,0.0,Not Returned,13520.0
O000878,2025-02-15,C00325,P0120,Marketplace,2,1400,2800,2025,2,February,Saturday,1,Marilyn Curtis,Female,41,Mumbai,Platinum,Visit Hom,Home,Adidas,1400,"White, Dillon and Romero",0,0.0,Not Returned,2800.0
O000879,2025-03-01,C00321,P0037,Online,3,2540,7620,2025,3,March,Saturday,1,Robert Browning,Male,57,Mumbai,Silver,Read Sport,Sports,Zara,2540,Patrick-Dawson,0,0.0,Not Returned,7620.0
O000880,2026-03-23,C00997,P0033,Mobile App,4,6772,27088,2026,3,March,Monday,1,Thomas Elliott,Female,38,Delhi,Gold,Program Electronic,Electronics,Puma,6772,Lee-Patterson,0,0.0,Not Returned,27088.0
O000881,2026-04-20,C00441,P0192,Mobile App,3,7661,22983,2026,4,April,Monday,2,Anthony Mitchell,Female,25,Chennai,Platinum,Suddenly Beaut,Beauty,Adidas,7661,Moss-Ware,0,0.0,Not Returned,22983.0
O000882,2026-03-01,C00780,P0068,Mobile App,5,8845,44225,2026,3,March,Sunday,1,Debbie Williams,Male,43,Bangalore,Platinum,Purpose Clothin,Clothing,Sony,8845,"Cruz, Brown and Johnson",0,0.0,Not Returned,44225.0
O000883,2025-08-12,C00915,P0133,Store,3,8480,25440,2025,8,August,Tuesday,3,Maria Graham,Female,35,Mumbai,Platinum,Fight Sport,Sports,Sony,8480,Bender-Hunter,0,0.0,Not Returned,25440.0
O000884,2026-01-27,C00973,P0081,Store,4,11160,44640,2026,1,January,Tuesday,1,Michelle Murphy,Male,47,Mumbai,Gold,None Clothin,Clothing,Sony,11160,Williams Group,0,0.0,Not Returned,44640.0
O000885,2025-01-28,C00194,P0143,Store,4,9743,38972,2025,1,January,Tuesday,1,Dr. Melinda Taylor,Male,26,Kolkata,Gold,Same Electronic,Electronics,Puma,9743,"Jones, Miller and Cantrell",0,0.0,Not Returned,38972.0
O000886,2025-04-04,C00037,P0014,Marketplace,2,6081,12162,2025,4,April,Friday,2,Robert Gardner,Male,24,Hyderabad,Gold,Far Hom,Home,Adidas,6081,"Russell, Smith and Rosario",0,0.0,Not Returned,12162.0
O000887,2025-12-28,C00479,P0067,Marketplace,2,9207,18414,2025,12,December,Sunday,4,Catherine Doyle,Female,52,Hyderabad,Silver,Involve Sport,Sports,Zara,9207,Hudson Inc,0,0.0,Not Returned,18414.0
O000888,2025-01-21,C00453,P0030,Mobile App,4,4622,18488,2025,1,January,Tuesday,1,Debra Buck,Female,48,Hyderabad,Silver,Provide Hom,Home,H&M,4622,"Martin, Bird and Long",0,0.0,Not Returned,18488.0
O000889,2025-09-06,C00469,P0182,Marketplace,5,7243,36215,2025,9,September,Saturday,3,Whitney Phillips,Male,48,Mumbai,Silver,Style Footwea,Footwear,Apple,7243,Winters-Reid,0,0.0,Not Returned,36215.0
O000890,2025-03-05,C00358,P0029,Online,2,2877,5754,2025,3,March,Wednesday,1,Emily Smith,Male,49,Chennai,Gold,Kitchen Sport,Sports,Apple,2877,Houston-Knox,0,0.0,Not Returned,5754.0
O000891,2025-04-03,C00855,P0053,Store,3,2791,8373,2025,4,April,Thursday,2,Samuel Ball,Female,48,Bangalore,Platinum,Mouth Footwea,Footwear,H&M,2791,Jimenez LLC,1,8373.0,Returned,0.0
O000892,2026-02-26,C00280,P0192,Store,5,7661,38305,2026,2,February,Thursday,1,Scott Thompson,Female,36,Mumbai,Platinum,Suddenly Beaut,Beauty,Adidas,7661,Moss-Ware,0,0.0,Not Returned,38305.0
O000893,2025-09-27,C00786,P0150,Store,1,4078,4078,2025,9,September,Saturday,3,Charles Galvan,Male,59,Bangalore,Silver,Believe Sport,Sports,Samsung,4078,Smith-Richmond,0,0.0,Not Returned,4078.0
O000894,2025-05-07,C00787,P0107,Marketplace,1,8438,8438,2025,5,May,Wednesday,2,Tamara Hayden,Male,39,Kolkata,Silver,Interview Beaut,Beauty,Zara,8438,"Benson, Jimenez and Chang",0,0.0,Not Returned,8438.0
O000895,2026-03-31,C00337,P0174,Online,1,8508,8508,2026,3,March,Tuesday,1,Mary Valdez,Female,25,Mumbai,Gold,Little Electronic,Electronics,Sony,8508,Johnson and Sons,0,0.0,Not Returned,8508.0
O000896,2025-07-21,C00383,P0073,Online,1,2182,2182,2025,7,July,Monday,3,Patrick Palmer,Female,54,Kolkata,Silver,Charge Beaut,Beauty,Zara,2182,Davidson LLC,0,0.0,Not Returned,2182.0
O000897,2025-01-15,C00084,P0083,Marketplace,2,4181,8362,2025,1,January,Wednesday,1,Ashley Faulkner,Female,36,Hyderabad,Gold,Box Clothin,Clothing,Zara,4181,Mooney-Hartman,0,0.0,Not Returned,8362.0
O000898,2025-08-21,C00644,P0182,Mobile App,4,7243,28972,2025,8,August,Thursday,3,Eric Raymond,Female,57,Chennai,Silver,Style Footwea,Footwear,Apple,7243,Winters-Reid,0,0.0,Not Returned,28972.0
O000899,2025-06-18,C00994,P0153,Online,1,13018,13018,2025,6,June,Wednesday,2,Curtis Ramirez,Female,27,Chennai,Platinum,Campaign Sport,Sports,Puma,13018,Davidson and Sons,2,26036.0,Returned,-13018.0
O000900,2026-05-02,C00464,P0168,Mobile App,5,6511,32555,2026,5,May,Saturday,2,Adam Powers,Male,18,Hyderabad,Gold,Deal Beaut,Beauty,Adidas,6511,"Leblanc, Kim and Oconnor",0,0.0,Not Returned,32555.0
O000901,2025-03-08,C00217,P0188,Online,5,1730,8650,2025,3,March,Saturday,1,David Wallace,Female,60,Bangalore,Platinum,Free Sport,Sports,Puma,1730,Webb Group,0,0.0,Not Returned,8650.0
O000902,2025-06-15,C00818,P0165,Online,3,826,2478,2025,6,June,Sunday,2,Mitchell Kennedy,Male,41,Hyderabad,Platinum,Mean Beaut,Beauty,Sony,826,"Reid, Murphy and Kelly",0,0.0,Not Returned,2478.0
O000903,2025-10-08,C00975,P0191,Marketplace,1,7984,7984,2025,10,October,Wednesday,4,Kenneth Johnson,Male,36,Mumbai,Platinum,But Electronic,Electronics,Apple,7984,"Smith, Hughes and Gonzalez",0,0.0,Not Returned,7984.0
O000904,2025-05-11,C00183,P0024,Store,4,10615,42460,2025,5,May,Sunday,2,John Douglas,Female,33,Mumbai,Silver,Fly Footwea,Footwear,Zara,10615,Payne-Pollard,0,0.0,Not Returned,42460.0
O000905,2025-02-15,C00022,P0198,Store,4,1022,4088,2025,2,February,Saturday,1,David Rodriguez,Male,47,Delhi,Silver,Data Clothin,Clothing,Zara,1022,Taylor LLC,0,0.0,Not Returned,4088.0
O000906,2026-02-04,C00413,P0042,Mobile App,4,8548,34192,2026,2,February,Wednesday,1,James Serrano,Female,39,Chennai,Gold,Sure Clothin,Clothing,Samsung,8548,Cunningham LLC,0,0.0,Not Returned,34192.0
O000907,2025-03-03,C00306,P0166,Marketplace,2,5863,11726,2025,3,March,Monday,1,Cynthia Barker MD,Female,19,Bangalore,Silver,Else Electronic,Electronics,H&M,5863,Kerr and Sons,0,0.0,Not Returned,11726.0
O000908,2026-04-08,C00702,P0111,Store,3,6815,20445,2026,4,April,Wednesday,2,Natasha Bray,Male,59,Hyderabad,Silver,Together Electronic,Electronics,Apple,6815,"Adams, Walton and Huff",0,0.0,Not Returned,20445.0
O000909,2026-03-03,C00377,P0092,Store,1,2496,2496,2026,3,March,Tuesday,1,Lisa Pham,Female,28,Delhi,Gold,Again Clothin,Clothing,Zara,2496,"Stephens, Murphy and Taylor",0,0.0,Not Returned,2496.0
O000910,2026-03-30,C00398,P0126,Marketplace,4,11142,44568,2026,3,March,Monday,1,Heidi Davis,Male,38,Chennai,Platinum,Religious Sport,Sports,Nike,11142,"Harris, Grant and Blair",0,0.0,Not Returned,44568.0
O000911,2025-11-04,C00434,P0069,Online,5,3670,18350,2025,11,November,Tuesday,4,Joseph Adams,Female,51,Bangalore,Gold,Glass Beaut,Beauty,H&M,3670,Burgess-Miranda,0,0.0,Not Returned,18350.0
O000912,2026-02-20,C00378,P0194,Store,4,8299,33196,2026,2,February,Friday,1,Carrie Scott,Male,40,Chennai,Gold,American Sport,Sports,H&M,8299,Harris-Smith,0,0.0,Not Returned,33196.0
O000913,2025-02-17,C00042,P0112,Mobile App,4,9685,38740,2025,2,February,Monday,1,Evelyn Hatfield,Female,27,Bangalore,Silver,Of Electronic,Electronics,Apple,9685,"Alvarado, Peterson and Carpenter",0,0.0,Not Returned,38740.0
O000914,2025-11-28,C00703,P0119,Store,2,352,704,2025,11,November,Friday,4,Christina Alvarez,Male,51,Chennai,Silver,Including Footwea,Footwear,Adidas,352,Long Inc,0,0.0,Not Returned,704.0
O000915,2025-11-19,C00663,P0127,Online,5,11068,55340,2025,11,November,Wednesday,4,Traci Powell,Female,24,Hyderabad,Platinum,Above Beaut,Beauty,Sony,11068,"Adams, Obrien and Garcia",0,0.0,Not Returned,55340.0
O000916,2025-08-12,C00082,P0075,Marketplace,4,9838,39352,2025,8,August,Tuesday,3,Elizabeth Webb,Male,18,Bangalore,Gold,Official Footwea,Footwear,Nike,9838,"Ross, Lane and Roth",0,0.0,Not Returned,39352.0
O000917,2025-03-07,C00701,P0077,Mobile App,2,1363,2726,2025,3,March,Friday,1,Misty Barnes,Female,37,Delhi,Gold,Wait Clothin,Clothing,Nike,1363,"Miller, Gordon and Thompson",0,0.0,Not Returned,2726.0
O000918,2025-08-07,C00303,P0064,Online,5,1603,8015,2025,8,August,Thursday,3,Dawn Foley,Male,36,Kolkata,Silver,Carry Clothin,Clothing,Adidas,1603,Nguyen LLC,0,0.0,Not Returned,8015.0
O000919,2026-04-15,C00047,P0142,Online,1,9138,9138,2026,4,April,Wednesday,2,Megan Silva,Female,39,Kolkata,Gold,Take Sport,Sports,Samsung,9138,Marshall-Marquez,0,0.0,Not Returned,9138.0
O000920,2025-07-31,C00097,P0131,Marketplace,4,11957,47828,2025,7,July,Thursday,3,Jordan Thomas,Female,35,Delhi,Platinum,Involve Footwea,Footwear,Apple,11957,Cannon PLC,0,0.0,Not Returned,47828.0
O000921,2026-02-21,C00260,P0170,Mobile App,5,227,1135,2026,2,February,Saturday,1,Linda Hester,Female,47,Chennai,Platinum,Someone Electronic,Electronics,H&M,227,"Park, Sweeney and Mason",0,0.0,Not Returned,1135.0
O000922,2025-02-11,C00788,P0066,Online,5,2303,11515,2025,2,February,Tuesday,1,Daniel Herrera,Female,21,Delhi,Platinum,Arm Electronic,Electronics,Samsung,2303,"Lopez, Compton and Turner",0,0.0,Not Returned,11515.0
O000923,2025-04-02,C00806,P0030,Store,4,4622,18488,2025,4,April,Wednesday,2,Kelly Wells,Male,54,Bangalore,Gold,Provide Hom,Home,H&M,4622,"Martin, Bird and Long",0,0.0,Not Returned,18488.0
O000924,2025-02-12,C00427,P0101,Mobile App,1,6596,6596,2025,2,February,Wednesday,1,Jasmine Dunn,Female,27,Hyderabad,Silver,Maintain Hom,Home,Nike,6596,"Walker, Leonard and Murphy",0,0.0,Not Returned,6596.0
O000925,2026-01-06,C00466,P0081,Marketplace,5,11160,55800,2026,1,January,Tuesday,1,Laura Holland,Male,57,Hyderabad,Gold,None Clothin,Clothing,Sony,11160,Williams Group,1,33480.0,Returned,22320.0
O000926,2025-06-24,C00990,P0160,Store,3,14361,43083,2025,6,June,Tuesday,2,Wanda Stewart,Male,51,Hyderabad,Platinum,Give Footwea,Footwear,Sony,14361,Maxwell and Sons,1,14361.0,Returned,28722.0
O000927,2025-02-10,C00765,P0055,Mobile App,2,8401,16802,2025,2,February,Monday,1,Kristin Reed,Male,50,Delhi,Platinum,Score Sport,Sports,Sony,8401,Wilson PLC,1,8401.0,Returned,8401.0
O000928,2025-08-11,C00548,P0173,Online,1,11068,11068,2025,8,August,Monday,3,Karen Thomas,Male,31,Chennai,Gold,Plan Footwea,Footwear,Puma,11068,"Medina, Brown and Cervantes",0,0.0,Not Returned,11068.0
O000929,2025-03-01,C00014,P0002,Store,4,4212,16848,2025,3,March,Saturday,1,Gregory Gordon,Female,48,Kolkata,Gold,Fast Sport,Sports,Sony,4212,Crawford-Medina,0,0.0,Not Returned,16848.0
O000930,2025-08-24,C00709,P0168,Marketplace,4,6511,26044,2025,8,August,Sunday,3,Joseph Davis,Female,45,Mumbai,Silver,Deal Beaut,Beauty,Adidas,6511,"Leblanc, Kim and Oconnor",0,0.0,Not Returned,26044.0
O000931,2026-01-07,C00499,P0169,Mobile App,5,4373,21865,2026,1,January,Wednesday,1,Zachary Jackson,Male,32,Kolkata,Silver,Past Beaut,Beauty,Apple,4373,Ray PLC,0,0.0,Not Returned,21865.0
O000932,2025-07-04,C00708,P0159,Marketplace,5,6728,33640,2025,7,July,Friday,3,Adam Fitzpatrick,Male,55,Hyderabad,Gold,Including Electronic,Electronics,Apple,6728,Taylor PLC,0,0.0,Not Returned,33640.0
O000933,2025-03-06,C00139,P0078,Online,1,3950,3950,2025,3,March,Thursday,1,Edward Castillo,Female,19,Kolkata,Gold,Center Sport,Sports,Nike,3950,"Herrera, Mosley and Castillo",0,0.0,Not Returned,3950.0
O000934,2026-02-22,C00017,P0049,Store,1,11345,11345,2026,2,February,Sunday,1,Emily Torres,Female,49,Kolkata,Gold,Guess Footwea,Footwear,Nike,11345,Bates Inc,0,0.0,Not Returned,11345.0
O000935,2025-09-04,C00665,P0007,Store,2,9395,18790,2025,9,September,Thursday,3,Derek Villanueva,Female,40,Kolkata,Gold,Site Beaut,Beauty,Nike,9395,"Gonzales, Lynch and Griffith",0,0.0,Not Returned,18790.0
O000936,2025-08-12,C00863,P0167,Store,2,7349,14698,2025,8,August,Tuesday,3,Jason Schmidt,Male,53,Kolkata,Gold,Large Sport,Sports,Puma,7349,Scott-Jones,0,0.0,Not Returned,14698.0
O000937,2026-01-30,C00475,P0023,Store,3,6427,19281,2026,1,January,Friday,1,Robert Garner,Female,25,Hyderabad,Gold,Every Clothin,Clothing,Adidas,6427,Garcia-Reed,0,0.0,Not Returned,19281.0
O000938,2025-01-12,C00120,P0122,Store,4,5918,23672,2025,1,January,Sunday,1,Rebecca Newman,Female,37,Chennai,Platinum,Civil Footwea,Footwear,Samsung,5918,Jones Group,0,0.0,Not Returned,23672.0
O000939,2026-05-09,C00497,P0040,Marketplace,4,14909,59636,2026,5,May,Saturday,2,Kyle Stevenson,Male,59,Mumbai,Silver,Good Beaut,Beauty,H&M,14909,Hughes-Ford,0,0.0,Not Returned,59636.0
O000940,2025-10-27,C00249,P0006,Store,4,4011,16044,2025,10,October,Monday,4,Anna Walsh,Male,43,Kolkata,Gold,Still Electronic,Electronics,Apple,4011,Hernandez-Fernandez,0,0.0,Not Returned,16044.0
O000941,2026-03-01,C00854,P0076,Marketplace,5,9841,49205,2026,3,March,Sunday,1,William Watson,Male,48,Kolkata,Gold,Onto Beaut,Beauty,Apple,9841,"Rodriguez, Richardson and Baker",0,0.0,Not Returned,49205.0
O000942,2025-01-05,C00106,P0014,Marketplace,3,6081,18243,2025,1,January,Sunday,1,John Gutierrez,Female,21,Delhi,Platinum,Far Hom,Home,Adidas,6081,"Russell, Smith and Rosario",0,0.0,Not Returned,18243.0
O000943,2026-01-13,C00593,P0107,Mobile App,4,8438,33752,2026,1,January,Tuesday,1,Gabrielle Campbell,Male,28,Bangalore,Gold,Interview Beaut,Beauty,Zara,8438,"Benson, Jimenez and Chang",0,0.0,Not Returned,33752.0
O000944,2025-07-24,C00498,P0010,Marketplace,4,11638,46552,2025,7,July,Thursday,3,John Miller,Male,52,Bangalore,Platinum,Son Electronic,Electronics,Samsung,11638,Cisneros and Sons,0,0.0,Not Returned,46552.0
O000945,2025-09-28,C00020,P0060,Marketplace,1,10013,10013,2025,9,September,Sunday,3,Thomas Rodriguez,Male,43,Chennai,Platinum,Project Beaut,Beauty,Nike,10013,Walters Inc,0,0.0,Not Returned,10013.0
O000946,2025-10-11,C00066,P0148,Mobile App,3,5994,17982,2025,10,October,Saturday,4,Gregory Hutchinson,Male,52,Delhi,Gold,Front Clothin,Clothing,Adidas,5994,Byrd-Morton,1,17982.0,Returned,0.0
O000947,2026-04-01,C00485,P0166,Online,4,5863,23452,2026,4,April,Wednesday,2,Austin Harris,Male,31,Hyderabad,Platinum,Else Electronic,Electronics,H&M,5863,Kerr and Sons,0,0.0,Not Returned,23452.0
O000948,2026-04-26,C00662,P0127,Mobile App,5,11068,55340,2026,4,April,Sunday,2,Amanda Wright,Male,46,Chennai,Silver,Above Beaut,Beauty,Sony,11068,"Adams, Obrien and Garcia",0,0.0,Not Returned,55340.0
O000949,2025-01-11,C00166,P0115,Mobile App,4,4472,17888,2025,1,January,Saturday,1,James Wallace,Male,27,Delhi,Platinum,Back Beaut,Beauty,Puma,4472,Fitzgerald-Davis,1,8944.0,Returned,8944.0
O000950,2025-08-29,C00353,P0186,Marketplace,2,10994,21988,2025,8,August,Friday,3,Jennifer Bryant,Female,54,Kolkata,Platinum,Leg Sport,Sports,Samsung,10994,Cobb LLC,1,21988.0,Returned,0.0
O000951,2025-04-23,C00602,P0060,Mobile App,5,10013,50065,2025,4,April,Wednesday,2,Thomas Porter,Male,48,Mumbai,Silver,Project Beaut,Beauty,Nike,10013,Walters Inc,0,0.0,Not Returned,50065.0
O000952,2025-03-09,C00905,P0155,Mobile App,4,6467,25868,2025,3,March,Sunday,1,Caleb Wagner,Male,18,Bangalore,Silver,Heavy Clothin,Clothing,Adidas,6467,Holden-Quinn,0,0.0,Not Returned,25868.0
O000953,2026-05-07,C00427,P0186,Mobile App,4,10994,43976,2026,5,May,Thursday,2,Jasmine Dunn,Female,27,Hyderabad,Silver,Leg Sport,Sports,Samsung,10994,Cobb LLC,0,0.0,Not Returned,43976.0
O000954,2025-11-15,C00213,P0121,Mobile App,2,8488,16976,2025,11,November,Saturday,4,Jessica Leach,Male,48,Kolkata,Silver,Brother Beaut,Beauty,Apple,8488,Burgess-Humphrey,0,0.0,Not Returned,16976.0
O000955,2025-12-08,C00495,P0177,Store,1,7088,7088,2025,12,December,Monday,4,Sara Hanna,Female,41,Bangalore,Gold,Stand Clothin,Clothing,Apple,7088,Hoffman and Sons,0,0.0,Not Returned,7088.0
O000956,2025-03-22,C00621,P0045,Marketplace,2,13177,26354,2025,3,March,Saturday,1,Ernest Salazar,Female,55,Hyderabad,Platinum,Administration Sport,Sports,Samsung,13177,Wilson and Sons,0,0.0,Not Returned,26354.0
O000957,2026-04-28,C00506,P0026,Mobile App,4,11180,44720,2026,4,April,Tuesday,2,Tyler Smith,Male,56,Kolkata,Gold,Relationship Footwea,Footwear,Apple,11180,"Villanueva, Clarke and Gray",0,0.0,Not Returned,44720.0
O000958,2025-10-13,C00049,P0061,Online,2,519,1038,2025,10,October,Monday,4,Mary Gonzalez,Female,34,Mumbai,Gold,Ok Footwea,Footwear,Zara,519,"Sanchez, Morrison and Henry",0,0.0,Not Returned,1038.0
O000959,2025-07-02,C00694,P0092,Store,3,2496,7488,2025,7,July,Wednesday,3,David Taylor,Male,24,Kolkata,Silver,Again Clothin,Clothing,Zara,2496,"Stephens, Murphy and Taylor",0,0.0,Not Returned,7488.0
O000960,2025-01-17,C00827,P0045,Online,5,13177,65885,2025,1,January,Friday,1,Angie Murray,Male,29,Chennai,Gold,Administration Sport,Sports,Samsung,13177,Wilson and Sons,0,0.0,Not Returned,65885.0
O000961,2025-02-28,C00633,P0087,Store,4,14353,57412,2025,2,February,Friday,1,Andre Murphy,Male,29,Hyderabad,Platinum,Great Hom,Home,Zara,14353,Perez-Caldwell,2,28706.0,Returned,28706.0
O000962,2025-04-25,C00499,P0031,Mobile App,5,11416,57080,2025,4,April,Friday,2,Zachary Jackson,Male,32,Kolkata,Silver,Magazine Sport,Sports,Apple,11416,Perez-Osborne,1,11416.0,Returned,45664.0
O000963,2026-01-29,C00048,P0088,Mobile App,3,11232,33696,2026,1,January,Thursday,1,Dennis Edwards,Female,29,Bangalore,Silver,Score Sport,Sports,Nike,11232,"Wise, Taylor and Callahan",1,11232.0,Returned,22464.0
O000964,2025-11-06,C00686,P0039,Online,5,12439,62195,2025,11,November,Thursday,4,Chase Graham,Male,20,Kolkata,Platinum,Member Sport,Sports,Sony,12439,"Davis, Braun and Lozano",0,0.0,Not Returned,62195.0
O000965,2026-04-20,C00969,P0181,Marketplace,1,5178,5178,2026,4,April,Monday,2,Kenneth Miller,Female,33,Kolkata,Silver,Area Beaut,Beauty,Nike,5178,Anderson Group,0,0.0,Not Returned,5178.0
O000966,2026-05-15,C00109,P0118,Online,1,7691,7691,2026,5,May,Friday,2,Sonya Leonard,Male,36,Bangalore,Platinum,Suggest Sport,Sports,Sony,7691,"Hooper, Cole and Tucker",0,0.0,Not Returned,7691.0
O000967,2025-09-17,C00108,P0144,Store,1,7241,7241,2025,9,September,Wednesday,3,Donald Davis,Female,21,Delhi,Gold,Move Beaut,Beauty,Samsung,7241,"Garcia, Baker and Garcia",0,0.0,Not Returned,7241.0
O000968,2026-03-22,C00211,P0162,Mobile App,1,11333,11333,2026,3,March,Sunday,1,Sarah Beard,Female,24,Mumbai,Gold,Answer Sport,Sports,H&M,11333,Randall-Livingston,0,0.0,Not Returned,11333.0
O000969,2025-12-29,C00453,P0041,Marketplace,3,6130,18390,2025,12,December,Monday,4,Debra Buck,Female,48,Hyderabad,Silver,Any Beaut,Beauty,H&M,6130,Thomas and Sons,0,0.0,Not Returned,18390.0
O000970,2025-03-20,C00663,P0188,Mobile App,1,1730,1730,2025,3,March,Thursday,1,Traci Powell,Female,24,Hyderabad,Platinum,Free Sport,Sports,Puma,1730,Webb Group,0,0.0,Not Returned,1730.0
O000971,2025-03-04,C00869,P0086,Store,2,7139,14278,2025,3,March,Tuesday,1,Jonathan Ruiz,Male,45,Kolkata,Platinum,Sister Hom,Home,Puma,7139,Brooks-Morgan,1,7139.0,Returned,7139.0
O000972,2026-01-29,C00788,P0113,Online,4,10347,41388,2026,1,January,Thursday,1,Daniel Herrera,Female,21,Delhi,Platinum,Price Beaut,Beauty,Nike,10347,Carter-Nicholson,1,31041.0,Returned,10347.0
O000973,2025-06-24,C00294,P0063,Store,4,1149,4596,2025,6,June,Tuesday,2,Aaron Olson,Male,46,Kolkata,Gold,Learn Footwea,Footwear,Apple,1149,Hall Group,0,0.0,Not Returned,4596.0
O000974,2025-07-10,C00733,P0022,Marketplace,3,14213,42639,2025,7,July,Thursday,3,Julie Roberts,Male,25,Kolkata,Platinum,Guess Footwea,Footwear,Adidas,14213,"Wallace, Martin and Rocha",1,28426.0,Returned,14213.0
O000975,2025-03-19,C00772,P0093,Marketplace,2,4763,9526,2025,3,March,Wednesday,1,Harold Anderson,Male,28,Bangalore,Gold,Option Hom,Home,Samsung,4763,"Robinson, Smith and Barr",1,4763.0,Returned,4763.0
O000976,2026-02-15,C00440,P0059,Marketplace,2,9037,18074,2026,2,February,Sunday,1,Shane Williams,Female,53,Hyderabad,Gold,Simple Footwea,Footwear,Samsung,9037,"Gonzalez, Bates and Ross",0,0.0,Not Returned,18074.0
O000977,2026-05-03,C00873,P0105,Mobile App,4,12454,49816,2026,5,May,Sunday,2,Tracy Griffin,Female,35,Chennai,Gold,Position Electronic,Electronics,Nike,12454,Schroeder Ltd,0,0.0,Not Returned,49816.0
O000978,2025-03-16,C00789,P0008,Online,4,3811,15244,2025,3,March,Sunday,1,Sean Swanson,Female,43,Bangalore,Silver,Rock Clothin,Clothing,H&M,3811,"Rowland, Robinson and Bryant",0,0.0,Not Returned,15244.0
O000979,2026-04-29,C00072,P0184,Online,5,11269,56345,2026,4,April,Wednesday,2,Jerry Walker,Male,43,Bangalore,Silver,Support Hom,Home,Zara,11269,"Crawford, Rich and Ballard",0,0.0,Not Returned,56345.0
O000980,2025-07-25,C00791,P0087,Store,3,14353,43059,2025,7,July,Friday,3,Kelly Williams,Male,29,Mumbai,Gold,Great Hom,Home,Zara,14353,Perez-Caldwell,0,0.0,Not Returned,43059.0
O000981,2025-07-21,C00778,P0112,Online,1,9685,9685,2025,7,July,Monday,3,Stephanie Lopez,Male,33,Mumbai,Gold,Of Electronic,Electronics,Apple,9685,"Alvarado, Peterson and Carpenter",0,0.0,Not Returned,9685.0
O000982,2026-04-08,C00589,P0170,Online,2,227,454,2026,4,April,Wednesday,2,Sue Gardner,Female,42,Kolkata,Platinum,Someone Electronic,Electronics,H&M,227,"Park, Sweeney and Mason",0,0.0,Not Returned,454.0
O000983,2026-05-14,C00303,P0162,Marketplace,5,11333,56665,2026,5,May,Thursday,2,Dawn Foley,Male,36,Kolkata,Silver,Answer Sport,Sports,H&M,11333,Randall-Livingston,0,0.0,Not Returned,56665.0
O000984,2026-03-24,C00312,P0103,Mobile App,5,2736,13680,2026,3,March,Tuesday,1,Ashley Stephenson,Female,46,Chennai,Silver,Chance Hom,Home,Zara,2736,Christian Inc,0,0.0,Not Returned,13680.0
O000985,2026-02-28,C00287,P0089,Store,1,1193,1193,2026,2,February,Saturday,1,Jorge Johnson,Female,19,Mumbai,Gold,Alone Sport,Sports,Adidas,1193,Greene Group,1,1193.0,Returned,0.0
O000986,2025-08-17,C00660,P0180,Store,4,6853,27412,2025,8,August,Sunday,3,Kenneth Kelley,Female,53,Chennai,Silver,Worker Beaut,Beauty,Sony,6853,Monroe Group,0,0.0,Not Returned,27412.0
